match_no,inningno,over,ballnumber,batter_id,bowler_id,score,outcome,comment
11,2,9.4,61,110,183,1,1,"Ravichandran Ashwin to Lalit Yadav, 1 run,"
11,2,9.5,62,48,183,1,1wd,"Ravichandran Ashwin to David Warner, 1 wide,"
11,2,9.5,63,48,183,0,0,"Ravichandran Ashwin to David Warner, no run,"
11,2,9.6,64,48,183,1,1wd,"Ravichandran Ashwin to David Warner, 1 wide,"
11,2,9.6,65,48,183,1,1,"Ravichandran Ashwin to David Warner, 1 run,"
11,2,10.1,66,48,251,2,2,"Yuzvendra Chahal to David Warner, 2 runs,"
11,2,10.2,67,48,251,1,1,"Yuzvendra Chahal to David Warner, 1 run,"
11,2,10.3,68,110,251,4,4,"Yuzvendra Chahal to Lalit Yadav, Four,"
11,2,10.4,69,110,251,1,1wd,"Yuzvendra Chahal to Lalit Yadav, 1 wide,"
11,2,10.4,70,110,251,4,4,"Yuzvendra Chahal to Lalit Yadav, Four,"
11,2,10.5,71,110,251,1,1,"Yuzvendra Chahal to Lalit Yadav, 1 run,"
11,2,10.6,72,48,251,2,2,"Yuzvendra Chahal to David Warner, 2 runs,"
11,2,11.1,73,110,83,4,4,"Jason Holder to Lalit Yadav, Four,"
11,2,11.2,74,110,83,1,1,"Jason Holder to Lalit Yadav, 1 run,"
11,2,11.3,75,48,83,1,1,"Jason Holder to David Warner, 1 run,"
11,2,11.4,76,110,83,2,2,"Jason Holder to Lalit Yadav, 2 runs,"
11,2,11.5,77,110,83,1,1,"Jason Holder to Lalit Yadav, 1 run,"
11,2,11.6,78,48,83,1,1,"Jason Holder to David Warner, 1 run,"
11,2,12.1,79,48,225,1,1,"Trent Boult to David Warner, 1 run,"
11,2,12.2,80,110,225,1,1,"Trent Boult to Lalit Yadav, 1 run,"
11,2,12.3,81,48,225,0,0,"Trent Boult to David Warner, no run,"
11,2,12.4,82,48,225,1,1,"Trent Boult to David Warner, 1 run,"
11,2,12.5,83,110,225,4,4,"Trent Boult to Lalit Yadav, Four,"
11,2,12.6,84,110,225,0,w,"Trent Boult to Lalit Yadav, no run,                           Wicket - b Trent Boult batsmen out 38(24)"
11,2,13.1,85,48,203,1,1,"Sandeep Sharma to David Warner, 1 run,"
11,2,13.2,86,32,203,0,0,"Sandeep Sharma to Axar Patel, no run,"
11,2,13.3,87,32,203,0,0,"Sandeep Sharma to Axar Patel, no run,"
11,2,13.4,88,32,203,1,1,"Sandeep Sharma to Axar Patel, 1 run,"
11,2,13.5,89,48,203,0,0,"Sandeep Sharma to David Warner, no run,"
11,2,13.6,90,48,203,4,4,"Sandeep Sharma to David Warner, Four,"
11,2,14.1,91,32,251,1,1lb,"Yuzvendra Chahal to Axar Patel, 1 leg bye,"
11,2,14.2,92,48,251,1,1,"Yuzvendra Chahal to David Warner, 1 run,"
11,2,14.3,93,32,251,1,1,"Yuzvendra Chahal to Axar Patel, 1 run,"
11,2,14.4,94,48,251,1,1,"Yuzvendra Chahal to David Warner, 1 run,"
11,2,14.5,95,32,251,1,1wd,"Yuzvendra Chahal to Axar Patel, 1 wide,"
11,2,14.5,96,32,251,0,w,"Yuzvendra Chahal to Axar Patel, no run,                           Wicket - st SV Samson b Yuzvendra Chahal batsmen out 2(6)"
11,2,14.6,97,194,251,2,2,"Yuzvendra Chahal to Rovman Powell, 2 runs,"
11,2,15.1,98,48,183,4,4,"Ravichandran Ashwin to David Warner, Four,"
11,2,15.2,99,48,183,1,1,"Ravichandran Ashwin to David Warner, 1 run,"
11,2,15.3,100,194,183,0,w,"Ravichandran Ashwin to Rovman Powell, no run,                           Wicket - c Shimron Hetmyer b Ravichandran Ashwin batsmen out 2(2)"
11,2,15.4,101,9,183,0,0,"Ravichandran Ashwin to Abishek Porel, no run,"
11,2,15.5,102,9,183,0,0,"Ravichandran Ashwin to Abishek Porel, no run,"
11,2,15.6,103,9,183,0,0,"Ravichandran Ashwin to Abishek Porel, no run,"
11,2,16.1,104,48,144,3,3,"Murugan Ashwin to David Warner, 3 runs,"
11,2,16.2,105,9,144,1,1,"Murugan Ashwin to Abishek Porel, 1 run,"
11,2,16.3,106,48,144,2,2,"Murugan Ashwin to David Warner, 2 runs,"
11,2,16.4,107,48,144,2,2,"Murugan Ashwin to David Warner, 2 runs,"
11,2,16.5,108,48,144,1,1nb,"Murugan Ashwin to David Warner, 1 no ball,"
11,2,16.5,109,48,144,1,1,"Murugan Ashwin to David Warner, 1 run,"
11,2,16.6,110,9,144,1,1,"Murugan Ashwin to Abishek Porel, 1 run,"
11,2,17.1,111,9,83,1,1lb,"Jason Holder to Abishek Porel, 1 leg bye,"
11,2,17.2,112,48,83,1,1,"Jason Holder to David Warner, 1 run,"
11,2,17.3,113,9,83,1,1,"Jason Holder to Abishek Porel, 1 run,"
11,2,17.4,114,48,83,0,0,"Jason Holder to David Warner, no run,"
11,2,17.5,115,48,83,1,1,"Jason Holder to David Warner, 1 run,"
11,2,17.6,116,9,83,4,4,"Jason Holder to Abishek Porel, Four,"
11,2,18.1,117,48,251,1,1,"Yuzvendra Chahal to David Warner, 1 run,"
11,2,18.2,118,9,251,0,w,"Yuzvendra Chahal to Abishek Porel, no run,                           Wicket - c Shimron Hetmyer b Yuzvendra Chahal batsmen out 7(9)"
11,2,18.3,119,105,251,0,0,"Yuzvendra Chahal to Kuldeep Yadav, no run,"
11,2,18.4,120,105,251,0,0,"Yuzvendra Chahal to Kuldeep Yadav, no run,"
11,2,18.5,121,105,251,1,1,"Yuzvendra Chahal to Kuldeep Yadav, 1 run,"
11,2,18.6,122,48,251,0,w,"Yuzvendra Chahal to David Warner, no run,                           Wicket - lbw b Yuzvendra Chahal batsmen out 65(55)"
11,2,19.1,123,105,203,1,1,"Sandeep Sharma to Kuldeep Yadav, 1 run,"
11,2,19.2,124,24,203,0,w,"Sandeep Sharma to Anrich Nortje, no run,                           Wicket - b Sandeep Sharma batsmen out 0(1)"
11,2,19.3,125,143,203,1,1,"Sandeep Sharma to Mukesh Kumar, 1 run,"
11,2,19.4,126,105,203,0,0,"Sandeep Sharma to Kuldeep Yadav, no run,"
11,2,19.5,127,105,203,0,0,"Sandeep Sharma to Kuldeep Yadav, no run,"
11,2,19.6,128,105,203,1,1,"Sandeep Sharma to Kuldeep Yadav, 1 run,"
12,1,0.1,1,192,51,0,0,"Deepak Chahar to Rohit Sharma, no run,"
12,1,0.2,2,192,51,0,0,"Deepak Chahar to Rohit Sharma, no run,"
12,1,0.3,3,192,51,4,4,"Deepak Chahar to Rohit Sharma, Four,"
12,1,0.4,4,192,51,1,1,"Deepak Chahar to Rohit Sharma, 1 run,"
12,1,0.5,5,78,51,1,1,"Deepak Chahar to Ishan Kishan, 1 run,"
12,1,0.6,6,192,51,4,4,"Deepak Chahar to Rohit Sharma, Four,"
12,1,1.1,7,78,227,0,0,"Tushar Deshpande to Ishan Kishan, no run,"
12,1,1.2,8,78,227,1,1wd,"Tushar Deshpande to Ishan Kishan, 1 wide,"
12,1,1.2,9,78,227,1,1lb,"Tushar Deshpande to Ishan Kishan, 1 leg bye,"
12,1,1.3,10,192,227,0,0,"Tushar Deshpande to Rohit Sharma, no run,"
12,1,1.4,11,192,227,4,4,"Tushar Deshpande to Rohit Sharma, Four,"
12,1,1.5,12,192,227,0,0,"Tushar Deshpande to Rohit Sharma, no run,"
12,1,1.6,13,192,227,0,0,"Tushar Deshpande to Rohit Sharma, no run,"
12,1,2.1,14,78,215,4,4,"Sisanda Magala to Ishan Kishan, Four,"
12,1,2.2,15,78,215,0,0,"Sisanda Magala to Ishan Kishan, no run,"
12,1,2.3,16,78,215,4,4,"Sisanda Magala to Ishan Kishan, Four,"
12,1,2.4,17,78,215,4,4,"Sisanda Magala to Ishan Kishan, Four,"
12,1,2.5,18,78,215,1,1,"Sisanda Magala to Ishan Kishan, 1 run,"
12,1,2.6,19,192,215,1,1,"Sisanda Magala to Rohit Sharma, 1 run,"
12,1,3.1,20,192,227,6,6,"Tushar Deshpande to Rohit Sharma, Six,"
12,1,3.2,21,192,227,1,1,"Tushar Deshpande to Rohit Sharma, 1 run,"
12,1,3.3,22,78,227,0,0,"Tushar Deshpande to Ishan Kishan, no run,"
12,1,3.4,23,78,227,0,0,"Tushar Deshpande to Ishan Kishan, no run,"
12,1,3.5,24,78,227,1,1,"Tushar Deshpande to Ishan Kishan, 1 run,"
12,1,3.6,25,192,227,0,w,"Tushar Deshpande to Rohit Sharma, no run,                           Wicket - b TU Deshpande batsmen out 21(13)"
12,1,4.1,26,78,136,1,1,"Mitchell Santner to Ishan Kishan, 1 run,"
12,1,4.2,27,40,136,1,1,"Mitchell Santner to Cameron Green, 1 run,"
12,1,4.3,28,78,136,1,1,"Mitchell Santner to Ishan Kishan, 1 run,"
12,1,4.4,29,40,136,4,4,"Mitchell Santner to Cameron Green, Four,"
12,1,4.5,30,40,136,1,1,"Mitchell Santner to Cameron Green, 1 run,"
12,1,4.6,31,78,136,1,1,"Mitchell Santner to Ishan Kishan, 1 run,"
12,1,5.1,32,78,215,2,2,"Sisanda Magala to Ishan Kishan, 2 runs,"
12,1,5.2,33,78,215,4,4,"Sisanda Magala to Ishan Kishan, Four,"
12,1,5.3,34,78,215,4,4,"Sisanda Magala to Ishan Kishan, Four,"
12,1,5.4,35,78,215,2,2,"Sisanda Magala to Ishan Kishan, 2 runs,"
12,1,5.5,36,78,215,1,1,"Sisanda Magala to Ishan Kishan, 1 run,"
12,1,5.6,37,40,215,1,1,"Sisanda Magala to Cameron Green, 1 run,"
12,1,6.1,38,40,184,1,1,"Ravindra Jadeja to Cameron Green, 1 run,"
12,1,6.2,39,78,184,1,1,"Ravindra Jadeja to Ishan Kishan, 1 run,"
12,1,6.3,40,40,184,1,1,"Ravindra Jadeja to Cameron Green, 1 run,"
12,1,6.4,41,78,184,0,w,"Ravindra Jadeja to Ishan Kishan, no run,                           Wicket - c Dwaine Pretorius b RA Jadeja batsmen out 32(21)"
12,1,6.5,42,217,184,1,1,"Ravindra Jadeja to Suryakumar Yadav, 1 run,"
12,1,6.6,43,40,184,1,1,"Ravindra Jadeja to Cameron Green, 1 run,"
12,1,7.1,44,40,136,1,1,"Mitchell Santner to Cameron Green, 1 run,"
12,1,7.2,45,217,136,0,w,"Mitchell Santner to Suryakumar Yadav, no run,                           Wicket - c MS Dhoni b Mitchell Santner batsmen out 1(2)"
12,1,7.3,46,222,136,1,1,"Mitchell Santner to Tilak Varma, 1 run,"
12,1,7.4,47,40,136,1,1,"Mitchell Santner to Cameron Green, 1 run,"
12,1,7.5,48,222,136,4,4,"Mitchell Santner to Tilak Varma, Four,"
12,1,7.6,49,222,136,0,0,"Mitchell Santner to Tilak Varma, no run,"
12,1,8.1,50,40,184,0,0,"Ravindra Jadeja to Cameron Green, no run,"
12,1,8.2,51,40,184,0,w,"Ravindra Jadeja to Cameron Green, no run,                           Wicket - c &amp; b RA Jadeja batsmen out 12(11)"
12,1,8.3,52,28,184,1,1,"Ravindra Jadeja to Arshad Khan, 1 run,"
12,1,8.4,53,222,184,1,1,"Ravindra Jadeja to Tilak Varma, 1 run,"
12,1,8.5,54,28,184,0,0,"Ravindra Jadeja to Arshad Khan, no run,"
12,1,8.6,55,28,184,1,1,"Ravindra Jadeja to Arshad Khan, 1 run,"
12,1,9.1,56,28,136,0,w,"Mitchell Santner to Arshad Khan, no run,                           Wicket - lbw b Mitchell Santner batsmen out 2(4)"
12,1,9.2,57,223,136,2,2,"Mitchell Santner to Tim David, 2 runs,"
12,1,9.3,58,223,136,1,1,"Mitchell Santner to Tim David, 1 run,"
12,1,9.4,59,222,136,4,4,"Mitchell Santner to Tilak Varma, Four,"
12,1,9.5,60,222,136,1,1,"Mitchell Santner to Tilak Varma, 1 run,"
12,1,9.6,61,223,136,0,0,"Mitchell Santner to Tim David, no run,"
12,1,10.1,62,222,184,0,0,"Ravindra Jadeja to Tilak Varma, no run,"
12,1,10.2,63,222,184,0,0,"Ravindra Jadeja to Tilak Varma, no run,"
12,1,10.3,64,222,184,1,1,"Ravindra Jadeja to Tilak Varma, 1 run,"
12,1,10.4,65,223,184,1,1,"Ravindra Jadeja to Tim David, 1 run,"
12,1,10.5,66,222,184,0,0,"Ravindra Jadeja to Tilak Varma, no run,"
12,1,10.6,67,222,184,1,1,"Ravindra Jadeja to Tilak Varma, 1 run,"
12,1,11.1,68,256,58,1,1,"Dwaine Pretorius to Tilak Varma, 1 run,"
12,1,11.2,69,256,58,0,0,"Dwaine Pretorius to Tim David, no run,"
12,1,11.3,70,256,58,1,1,"Dwaine Pretorius to Tim David, 1 run,"
12,1,11.4,71,256,58,1,1wd,"Dwaine Pretorius to Tilak Varma, 1 wide,"
12,1,11.4,72,256,58,0,0,"Dwaine Pretorius to Tilak Varma, no run,"
12,1,11.5,73,256,58,1,1wd,"Dwaine Pretorius to Tilak Varma, 1 wide,"
12,1,11.5,74,256,58,1,1,"Dwaine Pretorius to Tilak Varma, 1 run,"
12,1,11.6,75,256,58,1,1,"Dwaine Pretorius to Tim David, 1 run,"
12,1,12.1,76,223,184,1,1,"Ravindra Jadeja to Tim David, 1 run,"
12,1,12.2,77,222,184,1,1,"Ravindra Jadeja to Tilak Varma, 1 run,"
12,1,12.3,78,223,184,1,1,"Ravindra Jadeja to Tim David, 1 run,"
12,1,12.4,79,222,184,0,0,"Ravindra Jadeja to Tilak Varma, no run,"
12,1,12.5,80,222,184,6,6,"Ravindra Jadeja to Tilak Varma, Six,"
12,1,12.6,81,222,184,0,w,"Ravindra Jadeja to Tilak Varma, no run,                           Wicket - lbw b RA Jadeja batsmen out 22(18)"
12,1,13.1,82,256,58,1,1,"Dwaine Pretorius to Tim David, 1 run,"
12,1,13.2,83,256,58,1,1,"Dwaine Pretorius to Tristan Stubbs, 1 run,"
12,1,13.3,84,256,58,0,0,"Dwaine Pretorius to Tim David, no run,"
12,1,13.4,85,256,58,1,1,"Dwaine Pretorius to Tim David, 1 run,"
12,1,13.5,86,256,58,0,0,"Dwaine Pretorius to Tristan Stubbs, no run,"
12,1,13.6,87,256,58,0,0,"Dwaine Pretorius to Tristan Stubbs, no run,"
12,1,14.1,88,223,136,1,1,"Mitchell Santner to Tim David, 1 run,"
12,1,14.2,89,226,136,0,0,"Mitchell Santner to Tristan Stubbs, no run,"
12,1,14.3,90,226,136,1,1,"Mitchell Santner to Tristan Stubbs, 1 run,"
12,1,14.4,91,223,136,0,0,"Mitchell Santner to Tim David, no run,"
12,1,14.5,92,223,136,1,1,"Mitchell Santner to Tim David, 1 run,"
12,1,14.6,93,226,136,1,1,"Mitchell Santner to Tristan Stubbs, 1 run,"
12,1,15.1,94,226,215,0,0,"Sisanda Magala to Tristan Stubbs, no run,"
12,1,15.2,95,226,215,1,1,"Sisanda Magala to Tristan Stubbs, 1 run,"
12,1,15.3,96,223,215,1,1,"Sisanda Magala to Tim David, 1 run,"
12,1,15.4,97,226,215,1,1,"Sisanda Magala to Tristan Stubbs, 1 run,"
12,1,15.5,98,223,215,1,1,"Sisanda Magala to Tim David, 1 run,"
12,1,15.6,99,226,215,0,w,"Sisanda Magala to Tristan Stubbs, no run,                           Wicket - c RD Gaikwad b Sisanda Magala batsmen out 5(10)"
12,1,16.1,100,223,227,1,1,"Tushar Deshpande to Tim David, 1 run,"
12,1,16.2,101,76,227,1,1,"Tushar Deshpande to Hrithik Shokeen, 1 run,"
12,1,16.3,102,223,227,6,6,"Tushar Deshpande to Tim David, Six,"
12,1,16.4,103,223,227,4,4,"Tushar Deshpande to Tim David, Four,"
12,1,16.5,104,223,227,6,6,"Tushar Deshpande to Tim David, Six,"
12,1,16.6,105,223,227,0,w,"Tushar Deshpande to Tim David, no run,                           Wicket - c Ajinkya Rahane b TU Deshpande batsmen out 31(22)"
12,1,17.1,106,256,58,0,0,"Dwaine Pretorius to Hrithik Shokeen, no run,"
12,1,17.2,107,256,58,1,1,"Dwaine Pretorius to Hrithik Shokeen, 1 run,"
12,1,17.3,108,256,58,1,1,"Dwaine Pretorius to Piyush Chawla, 1 run,"
12,1,17.4,109,256,58,0,0,"Dwaine Pretorius to Hrithik Shokeen, no run,"
12,1,17.5,110,256,58,1,1,"Dwaine Pretorius to Hrithik Shokeen, 1 run,"
12,1,17.6,111,256,58,1,1,"Dwaine Pretorius to Piyush Chawla, 1 run,"
12,1,18.1,112,162,215,1,1,"Sisanda Magala to Piyush Chawla, 1 run,"
12,1,18.2,113,76,215,1,1,"Sisanda Magala to Hrithik Shokeen, 1 run,"
12,1,18.3,114,162,215,1,1,"Sisanda Magala to Piyush Chawla, 1 run,"
12,1,18.4,115,76,215,1,1,"Sisanda Magala to Hrithik Shokeen, 1 run,"
12,1,18.5,116,162,215,1,1lb,"Sisanda Magala to Piyush Chawla, 1 leg bye,"
12,1,18.6,117,76,215,1,1,"Sisanda Magala to Hrithik Shokeen, 1 run,"
12,1,19.1,118,256,58,4,4,"Dwaine Pretorius to Hrithik Shokeen, Four,"
12,1,19.2,119,256,58,1,1wd,"Dwaine Pretorius to Hrithik Shokeen, 1 wide,"
12,1,19.2,120,256,58,1,1b,"Dwaine Pretorius to Hrithik Shokeen, 1 bye,"
12,1,19.3,121,256,58,1,1,"Dwaine Pretorius to Piyush Chawla, 1 run,"
12,1,19.4,122,256,58,4,4,"Dwaine Pretorius to Hrithik Shokeen, Four,"
12,1,19.5,123,256,58,1,1wd,"Dwaine Pretorius to Hrithik Shokeen, 1 wide,"
12,1,19.5,124,256,58,4,4,"Dwaine Pretorius to Hrithik Shokeen, Four,"
12,1,19.6,125,256,58,0,0,"Dwaine Pretorius to Hrithik Shokeen, no run,"
12,2,0.1,1,54,82,0,0,"Jason Behrendorff to Devon Conway, no run,"
12,2,0.2,2,54,82,0,0,"Jason Behrendorff to Devon Conway, no run,"
12,2,0.3,3,54,82,0,0,"Jason Behrendorff to Devon Conway, no run,"
12,2,0.4,4,54,82,0,w,"Jason Behrendorff to Devon Conway, no run,                           Wicket - b JP Behrendorff batsmen out 0(4)"
12,2,0.5,5,13,82,2,2,"Jason Behrendorff to Ajinkya Rahane, 2 runs,"
12,2,0.6,6,13,82,4,4lb,"Jason Behrendorff to Ajinkya Rahane, 4 leg bye,"
12,2,1.1,7,195,28,1,1wd,"Arshad Khan to Ruturaj Gaikwad, 1 wide,"
12,2,1.1,8,195,28,1,1,"Arshad Khan to Ruturaj Gaikwad, 1 run,"
12,2,1.2,9,13,28,1,1,"Arshad Khan to Ajinkya Rahane, 1 run,"
12,2,1.3,10,195,28,1,1wd,"Arshad Khan to Ruturaj Gaikwad, 1 wide,"
12,2,1.3,11,195,28,0,0,"Arshad Khan to Ruturaj Gaikwad, no run,"
12,2,1.4,12,195,28,1,1,"Arshad Khan to Ruturaj Gaikwad, 1 run,"
12,2,1.5,13,13,28,1,1,"Arshad Khan to Ajinkya Rahane, 1 run,"
12,2,1.6,14,195,28,0,0,"Arshad Khan to Ruturaj Gaikwad, no run,"
12,2,2.1,15,13,82,2,2,"Jason Behrendorff to Ajinkya Rahane, 2 runs,"
12,2,2.2,16,13,82,0,0,"Jason Behrendorff to Ajinkya Rahane, no run,"
12,2,2.3,17,13,82,6,6,"Jason Behrendorff to Ajinkya Rahane, Six,"
12,2,2.4,18,13,82,1,1,"Jason Behrendorff to Ajinkya Rahane, 1 run,"
12,2,2.5,19,195,82,0,0,"Jason Behrendorff to Ruturaj Gaikwad, no run,"
12,2,2.6,20,195,82,0,0,"Jason Behrendorff to Ruturaj Gaikwad, no run,"
12,2,3.1,21,13,28,6,6,"Arshad Khan to Ajinkya Rahane, Six,"
12,2,3.2,22,13,28,4,4,"Arshad Khan to Ajinkya Rahane, Four,"
12,2,3.3,23,13,28,4,4,"Arshad Khan to Ajinkya Rahane, Four,"
12,2,3.4,24,13,28,4,4,"Arshad Khan to Ajinkya Rahane, Four,"
12,2,3.5,25,13,28,4,4,"Arshad Khan to Ajinkya Rahane, Four,"
12,2,3.6,26,13,28,1,1,"Arshad Khan to Ajinkya Rahane, 1 run,"
12,2,4.1,27,13,40,1,1,"Cameron Green to Ajinkya Rahane, 1 run,"
12,2,4.2,28,195,40,1,1,"Cameron Green to Ruturaj Gaikwad, 1 run,"
12,2,4.3,29,13,40,6,6,"Cameron Green to Ajinkya Rahane, Six,"
12,2,4.4,30,13,40,1,1,"Cameron Green to Ajinkya Rahane, 1 run,"
12,2,4.5,31,195,40,1,1wd,"Cameron Green to Ruturaj Gaikwad, 1 wide,"
12,2,4.5,32,195,40,0,0,"Cameron Green to Ruturaj Gaikwad, no run,"
12,2,4.6,33,195,40,1,1,"Cameron Green to Ruturaj Gaikwad, 1 run,"
12,2,5.1,34,195,162,1,1,"Piyush Chawla to Ruturaj Gaikwad, 1 run,"
12,2,5.2,35,13,162,4,4,"Piyush Chawla to Ajinkya Rahane, Four,"
12,2,5.3,36,13,162,4,4,"Piyush Chawla to Ajinkya Rahane, Four,"
12,2,5.4,37,13,162,1,1,"Piyush Chawla to Ajinkya Rahane, 1 run,"
12,2,5.5,38,195,162,2,2,"Piyush Chawla to Ruturaj Gaikwad, 2 runs,"
12,2,5.6,39,195,162,1,1,"Piyush Chawla to Ruturaj Gaikwad, 1 run,"
12,2,6.1,40,195,108,1,1,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,"
12,2,6.2,41,13,108,1,1,"Kumar Kartikeya to Ajinkya Rahane, 1 run,"
12,2,6.3,42,195,108,1,1,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,"
12,2,6.4,43,13,108,1,1,"Kumar Kartikeya to Ajinkya Rahane, 1 run,"
12,2,6.5,44,195,108,1,1,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,"
12,2,6.6,45,13,108,1,1,"Kumar Kartikeya to Ajinkya Rahane, 1 run,"
12,2,7.1,46,13,162,1,1,"Piyush Chawla to Ajinkya Rahane, 1 run,"
12,2,7.2,47,195,162,2,2,"Piyush Chawla to Ruturaj Gaikwad, 2 runs,"
12,2,7.3,48,195,162,1,1,"Piyush Chawla to Ruturaj Gaikwad, 1 run,"
12,2,7.4,49,13,162,4,4,"Piyush Chawla to Ajinkya Rahane, Four,"
12,2,7.5,50,13,162,0,0,"Piyush Chawla to Ajinkya Rahane, no run,"
12,2,7.6,51,13,162,0,w,"Piyush Chawla to Ajinkya Rahane, no run,                           Wicket - c SA Yadav b Piyush Chawla batsmen out 61(27)"
12,2,8.1,52,195,40,0,0,"Cameron Green to Ruturaj Gaikwad, no run,"
12,2,8.2,53,195,40,1,1,"Cameron Green to Ruturaj Gaikwad, 1 run,"
12,2,8.3,54,212,40,0,0,"Cameron Green to Shivam Dube, no run,"
12,2,8.4,55,212,40,2,2,"Cameron Green to Shivam Dube, 2 runs,"
12,2,8.5,56,212,40,0,0,"Cameron Green to Shivam Dube, no run,"
12,2,8.6,57,212,40,1,1,"Cameron Green to Shivam Dube, 1 run,"
12,2,9.1,58,212,162,4,4,"Piyush Chawla to Shivam Dube, Four,"
12,2,9.2,59,212,162,0,0,"Piyush Chawla to Shivam Dube, no run,"
12,2,9.3,60,212,162,1,1,"Piyush Chawla to Shivam Dube, 1 run,"
12,2,9.4,61,195,162,4,4,"Piyush Chawla to Ruturaj Gaikwad, Four,"
12,2,9.5,62,195,162,1,1,"Piyush Chawla to Ruturaj Gaikwad, 1 run,"
12,2,9.6,63,212,162,1,1,"Piyush Chawla to Shivam Dube, 1 run,"
12,2,10.1,64,212,40,2,2,"Cameron Green to Shivam Dube, 2 runs,"
12,2,10.2,65,212,40,0,0,"Cameron Green to Shivam Dube, no run,"
12,2,10.3,66,212,40,0,0,"Cameron Green to Shivam Dube, no run,"
12,2,10.4,67,212,40,1,1,"Cameron Green to Shivam Dube, 1 run,"
12,2,10.5,68,195,40,1,1,"Cameron Green to Ruturaj Gaikwad, 1 run,"
12,2,10.6,69,212,40,1,1,"Cameron Green to Shivam Dube, 1 run,"
12,2,11.1,70,212,76,1,1,"Hrithik Shokeen to Shivam Dube, 1 run,"
12,2,11.2,71,195,76,1,1,"Hrithik Shokeen to Ruturaj Gaikwad, 1 run,"
12,2,11.3,72,212,76,0,0,"Hrithik Shokeen to Shivam Dube, no run,"
12,2,11.4,73,212,76,4,4,"Hrithik Shokeen to Shivam Dube, Four,"
12,2,11.5,74,212,76,0,0,"Hrithik Shokeen to Shivam Dube, no run,"
12,2,11.6,75,212,76,0,0,"Hrithik Shokeen to Shivam Dube, no run,"
12,2,12.1,76,195,108,0,0,"Kumar Kartikeya to Ruturaj Gaikwad, no run,"
12,2,12.2,77,195,108,1,1,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,"
12,2,12.3,78,212,108,1,1,"Kumar Kartikeya to Shivam Dube, 1 run,"
12,2,12.4,79,195,108,1,1,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,"
12,2,12.5,80,212,108,0,0,"Kumar Kartikeya to Shivam Dube, no run,"
12,2,12.6,81,212,108,1,1,"Kumar Kartikeya to Shivam Dube, 1 run,"
12,2,13.1,82,212,76,6,6,"Hrithik Shokeen to Shivam Dube, Six,"
12,2,13.2,83,212,76,1,1,"Hrithik Shokeen to Shivam Dube, 1 run,"
12,2,13.3,84,195,76,1,1,"Hrithik Shokeen to Ruturaj Gaikwad, 1 run,"
12,2,13.4,85,212,76,1,1,"Hrithik Shokeen to Shivam Dube, 1 run,"
12,2,13.5,86,195,76,4,4,"Hrithik Shokeen to Ruturaj Gaikwad, Four,"
12,2,13.6,87,195,76,0,0,"Hrithik Shokeen to Ruturaj Gaikwad, no run,"
12,2,14.1,88,212,108,0,0,"Kumar Kartikeya to Shivam Dube, no run,"
12,2,14.2,89,212,108,0,w,"Kumar Kartikeya to Shivam Dube, no run,                           Wicket - b K Kartikeya batsmen out 28(26)"
12,2,14.3,90,20,108,1,1,"Kumar Kartikeya to Ambati Rayudu, 1 run,"
12,2,14.4,91,195,108,6,6,"Kumar Kartikeya to Ruturaj Gaikwad, Six,"
12,2,14.5,92,195,108,0,0,"Kumar Kartikeya to Ruturaj Gaikwad, no run,"
12,2,14.6,93,195,108,2,2,"Kumar Kartikeya to Ruturaj Gaikwad, 2 runs,"
12,2,15.1,94,20,162,0,0,"Piyush Chawla to Ambati Rayudu, no run,"
12,2,15.2,95,20,162,0,0,"Piyush Chawla to Ambati Rayudu, no run,"
12,2,15.3,96,20,162,0,0,"Piyush Chawla to Ambati Rayudu, no run,"
12,2,15.4,97,20,162,0,0,"Piyush Chawla to Ambati Rayudu, no run,"
12,2,15.5,98,20,162,1,1,"Piyush Chawla to Ambati Rayudu, 1 run,"
12,2,15.6,99,195,162,0,0,"Piyush Chawla to Ruturaj Gaikwad, no run,"
12,2,16.1,100,20,108,0,0,"Kumar Kartikeya to Ambati Rayudu, no run,"
12,2,16.2,101,20,108,1,1,"Kumar Kartikeya to Ambati Rayudu, 1 run,"
12,2,16.3,102,195,108,1,1,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,"
12,2,16.4,103,20,108,1,1,"Kumar Kartikeya to Ambati Rayudu, 1 run,"
12,2,16.5,104,195,108,1,1,"Kumar Kartikeya to Ruturaj Gaikwad, 1 run,"
12,2,16.6,105,20,108,1,1,"Kumar Kartikeya to Ambati Rayudu, 1 run,"
12,2,17.1,106,20,82,4,4,"Jason Behrendorff to Ambati Rayudu, Four,"
12,2,17.2,107,20,82,1,1wd,"Jason Behrendorff to Ambati Rayudu, 1 wide,"
12,2,17.2,108,20,82,4,4,"Jason Behrendorff to Ambati Rayudu, Four,"
12,2,17.3,109,20,82,2,2,"Jason Behrendorff to Ambati Rayudu, 2 runs,"
12,2,17.4,110,20,82,0,0,"Jason Behrendorff to Ambati Rayudu, no run,"
12,2,17.5,111,20,82,1,1,"Jason Behrendorff to Ambati Rayudu, 1 run,"
