match_no,inningno,over,ballnumber,batter_id,bowler_id,score,outcome,comment
1,1,0.1,1,54,138,0,0,"Mohammed Shami to Devon Conway, no run,"
1,1,0.2,2,54,138,1,1lb,"Mohammed Shami to Devon Conway, 1 leg bye,"
1,1,0.3,3,195,138,0,0,"Mohammed Shami to Ruturaj Gaikwad, no run,"
1,1,0.4,4,195,138,1,1,"Mohammed Shami to Ruturaj Gaikwad, 1 run,"
1,1,0.5,5,54,138,0,0,"Mohammed Shami to Devon Conway, no run,"
1,1,0.6,6,54,138,0,0,"Mohammed Shami to Devon Conway, no run,"
1,1,1.1,7,195,68,4,4,"Hardik Pandya to Ruturaj Gaikwad, Four,"
1,1,1.2,8,195,68,0,0,"Hardik Pandya to Ruturaj Gaikwad, no run,"
1,1,1.3,9,195,68,4,4,"Hardik Pandya to Ruturaj Gaikwad, Four,"
1,1,1.4,10,195,68,1,1,"Hardik Pandya to Ruturaj Gaikwad, 1 run,"
1,1,1.5,11,54,68,1,1,"Hardik Pandya to Devon Conway, 1 run,"
1,1,1.6,12,195,68,1,1,"Hardik Pandya to Ruturaj Gaikwad, 1 run,"
1,1,2.1,13,195,138,1,1,"Mohammed Shami to Ruturaj Gaikwad, 1 run,"
1,1,2.2,14,54,138,0,w,"Mohammed Shami to Devon Conway, no run,                           Wicket - b M Shami batsmen out 1(6)"
1,1,2.3,15,137,138,0,0,"Mohammed Shami to Moeen Ali, no run,"
1,1,2.4,16,137,138,0,0,"Mohammed Shami to Moeen Ali, no run,"
1,1,2.5,17,137,138,0,0,"Mohammed Shami to Moeen Ali, no run,"
1,1,2.6,18,137,138,0,0,"Mohammed Shami to Moeen Ali, no run,"
1,1,3.1,19,195,92,6,6,"Josh Little to Ruturaj Gaikwad, Six,"
1,1,3.2,20,195,92,4,4,"Josh Little to Ruturaj Gaikwad, Four,"
1,1,3.3,21,195,92,1,1,"Josh Little to Ruturaj Gaikwad, 1 run,"
1,1,3.4,22,137,92,0,0,"Josh Little to Moeen Ali, no run,"
1,1,3.5,23,137,92,4,4,"Josh Little to Moeen Ali, Four,"
1,1,3.6,24,137,92,0,0,"Josh Little to Moeen Ali, no run,"
1,1,4.1,25,195,138,0,0,"Mohammed Shami to Ruturaj Gaikwad, no run,"
1,1,4.2,26,195,138,1,1,"Mohammed Shami to Ruturaj Gaikwad, 1 run,"
1,1,4.3,27,137,138,4,4,"Mohammed Shami to Moeen Ali, Four,"
1,1,4.4,28,137,138,1,1nb,"Mohammed Shami to Moeen Ali, 1 no ball,"
1,1,4.4,29,137,138,6,6,"Mohammed Shami to Moeen Ali, Six,"
1,1,4.5,30,137,138,4,4,"Mohammed Shami to Moeen Ali, Four,"
1,1,4.6,31,137,138,1,1,"Mohammed Shami to Moeen Ali, 1 run,"
1,1,5.1,32,137,181,0,0,"Rashid Khan to Moeen Ali, no run,"
1,1,5.2,33,137,181,0,0,"Rashid Khan to Moeen Ali, no run,"
1,1,5.3,34,137,181,0,0,"Rashid Khan to Moeen Ali, no run,"
1,1,5.4,35,137,181,4,4,"Rashid Khan to Moeen Ali, Four,"
1,1,5.5,36,137,181,0,w,"Rashid Khan to Moeen Ali, no run,                           Wicket - c Wriddhiman Saha b Rashid Khan batsmen out 23(17)"
1,1,5.6,37,35,181,1,1,"Rashid Khan to Ben Stokes, 1 run,"
1,1,6.1,38,35,68,0,0,"Hardik Pandya to Ben Stokes, no run,"
1,1,6.2,39,35,68,1,1,"Hardik Pandya to Ben Stokes, 1 run,"
1,1,6.3,40,195,68,6,6,"Hardik Pandya to Ruturaj Gaikwad, Six,"
1,1,6.4,41,195,68,6,6,"Hardik Pandya to Ruturaj Gaikwad, Six,"
1,1,6.5,42,195,68,0,0,"Hardik Pandya to Ruturaj Gaikwad, no run,"
1,1,6.6,43,195,68,0,0,"Hardik Pandya to Ruturaj Gaikwad, no run,"
1,1,7.1,44,35,181,1,1,"Rashid Khan to Ben Stokes, 1 run,"
1,1,7.2,45,195,181,1,1,"Rashid Khan to Ruturaj Gaikwad, 1 run,"
1,1,7.3,46,35,181,4,4,"Rashid Khan to Ben Stokes, Four,"
1,1,7.4,47,35,181,0,w,"Rashid Khan to Ben Stokes, no run,                           Wicket - c Wriddhiman Saha b Rashid Khan batsmen out 7(6)"
1,1,7.5,48,20,181,1,1,"Rashid Khan to Ambati Rayudu, 1 run,"
1,1,7.6,49,195,181,1,1,"Rashid Khan to Ruturaj Gaikwad, 1 run,"
1,1,8.1,50,195,18,6,6,"Alzarri Joseph to Ruturaj Gaikwad, Six,"
1,1,8.2,51,195,18,0,0,"Alzarri Joseph to Ruturaj Gaikwad, no run,"
1,1,8.3,52,195,18,0,0,"Alzarri Joseph to Ruturaj Gaikwad, no run,"
1,1,8.4,53,195,18,6,6,"Alzarri Joseph to Ruturaj Gaikwad, Six,"
1,1,8.5,54,195,18,0,0,"Alzarri Joseph to Ruturaj Gaikwad, no run,"
1,1,8.6,55,195,18,6,6,"Alzarri Joseph to Ruturaj Gaikwad, Six,"
1,1,9.1,56,20,181,0,0,"Rashid Khan to Ambati Rayudu, no run,"
1,1,9.2,57,20,181,1,1,"Rashid Khan to Ambati Rayudu, 1 run,"
1,1,9.3,58,195,181,1,1,"Rashid Khan to Ruturaj Gaikwad, 1 run,"
1,1,9.4,59,20,181,1,1,"Rashid Khan to Ambati Rayudu, 1 run,"
1,1,9.5,60,195,181,0,0,"Rashid Khan to Ruturaj Gaikwad, no run,"
1,1,9.6,61,195,181,0,0,"Rashid Khan to Ruturaj Gaikwad, no run,"
1,1,10.1,62,20,92,0,0,"Josh Little to Ambati Rayudu, no run,"
1,1,10.2,63,20,92,0,0,"Josh Little to Ambati Rayudu, no run,"
1,1,10.3,64,20,92,0,0,"Josh Little to Ambati Rayudu, no run,"
1,1,10.4,65,20,92,1,1,"Josh Little to Ambati Rayudu, 1 run,"
1,1,10.5,66,195,92,0,0,"Josh Little to Ruturaj Gaikwad, no run,"
1,1,10.6,67,195,92,6,6,"Josh Little to Ruturaj Gaikwad, Six,"
1,1,11.1,68,20,246,1,1,"Yash Dayal to Ambati Rayudu, 1 run,"
1,1,11.2,69,195,246,0,0,"Yash Dayal to Ruturaj Gaikwad, no run,"
1,1,11.3,70,195,246,6,6,"Yash Dayal to Ruturaj Gaikwad, Six,"
1,1,11.4,71,195,246,0,0,"Yash Dayal to Ruturaj Gaikwad, no run,"
1,1,11.5,72,195,246,1,1,"Yash Dayal to Ruturaj Gaikwad, 1 run,"
1,1,11.6,73,20,246,6,6,"Yash Dayal to Ambati Rayudu, Six,"
1,1,12.1,74,195,92,1,1,"Josh Little to Ruturaj Gaikwad, 1 run,"
1,1,12.2,75,20,92,1,1,"Josh Little to Ambati Rayudu, 1 run,"
1,1,12.3,76,195,92,4,4,"Josh Little to Ruturaj Gaikwad, Four,"
1,1,12.4,77,195,92,1,1,"Josh Little to Ruturaj Gaikwad, 1 run,"
1,1,12.5,78,20,92,0,w,"Josh Little to Ambati Rayudu, no run,                           Wicket - b Josh Little batsmen out 12(12)"
1,1,12.6,79,212,92,0,0,"Josh Little to Shivam Dube, no run,"
1,1,13.1,80,195,18,1,1,"Alzarri Joseph to Ruturaj Gaikwad, 1 run,"
1,1,13.2,81,212,18,1,1,"Alzarri Joseph to Shivam Dube, 1 run,"
1,1,13.3,82,195,18,1,1,"Alzarri Joseph to Ruturaj Gaikwad, 1 run,"
1,1,13.4,83,212,18,0,0,"Alzarri Joseph to Shivam Dube, no run,"
1,1,13.5,84,212,18,0,0,"Alzarri Joseph to Shivam Dube, no run,"
1,1,13.6,85,212,18,1,1,"Alzarri Joseph to Shivam Dube, 1 run,"
1,1,14.1,86,212,68,1,1,"Hardik Pandya to Shivam Dube, 1 run,"
1,1,14.2,87,195,68,1,1,"Hardik Pandya to Ruturaj Gaikwad, 1 run,"
1,1,14.3,88,212,68,4,4lb,"Hardik Pandya to Shivam Dube, 4 leg bye,"
1,1,14.4,89,212,68,1,1,"Hardik Pandya to Shivam Dube, 1 run,"
1,1,14.5,90,195,68,0,0,"Hardik Pandya to Ruturaj Gaikwad, no run,"
1,1,14.6,91,195,68,1,1,"Hardik Pandya to Ruturaj Gaikwad, 1 run,"
1,1,15.1,92,195,18,1,1,"Alzarri Joseph to Ruturaj Gaikwad, 1 run,"
1,1,15.2,93,212,18,0,0,"Alzarri Joseph to Shivam Dube, no run,"
1,1,15.3,94,212,18,1,1,"Alzarri Joseph to Shivam Dube, 1 run,"
1,1,15.4,95,195,18,1,1,"Alzarri Joseph to Ruturaj Gaikwad, 1 run,"
1,1,15.5,96,212,18,2,2,"Alzarri Joseph to Shivam Dube, 2 runs,"
1,1,15.6,97,212,18,2,2,"Alzarri Joseph to Shivam Dube, 2 runs,"
1,1,16.1,98,195,181,6,6,"Rashid Khan to Ruturaj Gaikwad, Six,"
1,1,16.2,99,195,181,2,2,"Rashid Khan to Ruturaj Gaikwad, 2 runs,"
1,1,16.3,100,195,181,1,1,"Rashid Khan to Ruturaj Gaikwad, 1 run,"
1,1,16.4,101,212,181,1,1b,"Rashid Khan to Shivam Dube, 1 bye,"
1,1,16.5,102,195,181,0,0,"Rashid Khan to Ruturaj Gaikwad, no run,"
1,1,16.6,103,195,181,1,1,"Rashid Khan to Ruturaj Gaikwad, 1 run,"
1,1,17.1,104,195,18,0,w,"Alzarri Joseph to Ruturaj Gaikwad, no run,                           Wicket - c Shubman Gill b Alzarri Joseph batsmen out 92(50)"
1,1,17.2,105,184,18,1,1,"Alzarri Joseph to Ravindra Jadeja, 1 run,"
1,1,17.3,106,212,18,1,1,"Alzarri Joseph to Shivam Dube, 1 run,"
1,1,17.4,107,184,18,0,w,"Alzarri Joseph to Ravindra Jadeja, no run,                           Wicket - c Vijay Shankar b Alzarri Joseph batsmen out 1(2)"
1,1,17.5,108,120,18,1,1,"Alzarri Joseph to MS Dhoni, 1 run,"
1,1,17.6,109,212,18,1,1,"Alzarri Joseph to Shivam Dube, 1 run,"
1,1,18.1,110,212,138,2,2,"Mohammed Shami to Shivam Dube, 2 runs,"
1,1,18.2,111,212,138,6,6,"Mohammed Shami to Shivam Dube, Six,"
1,1,18.3,112,212,138,0,w,"Mohammed Shami to Shivam Dube, no run,                           Wicket - c Rashid Khan b M Shami batsmen out 19(18)"
1,1,18.4,113,136,138,0,0,"Mohammed Shami to Mitchell Santner, no run,"
1,1,18.5,114,136,138,1,1,"Mohammed Shami to Mitchell Santner, 1 run,"
1,1,18.6,115,120,138,1,1,"Mohammed Shami to MS Dhoni, 1 run,"
1,1,19.1,116,120,92,1,1,"Josh Little to MS Dhoni, 1 run,"
1,1,19.2,117,136,92,1,1lb,"Josh Little to Mitchell Santner, 1 leg bye,"
1,1,19.3,118,120,92,6,6,"Josh Little to MS Dhoni, Six,"
1,1,19.4,119,120,92,4,4,"Josh Little to MS Dhoni, Four,"
1,1,19.5,120,120,92,0,0,"Josh Little to MS Dhoni, no run,"
1,1,19.6,121,120,92,1,1,"Josh Little to MS Dhoni, 1 run,"
1,2,0.1,1,244,51,0,0,"Deepak Chahar to Wriddhiman Saha, no run,"
1,2,0.2,2,244,51,0,0,"Deepak Chahar to Wriddhiman Saha, no run,"
1,2,0.3,3,244,51,0,0,"Deepak Chahar to Wriddhiman Saha, no run,"
1,2,0.4,4,244,51,1,1,"Deepak Chahar to Wriddhiman Saha, 1 run,"
1,2,0.5,5,213,51,2,2,"Deepak Chahar to Shubman Gill, 2 runs,"
1,2,0.6,6,213,51,0,0,"Deepak Chahar to Shubman Gill, no run,"
1,2,1.1,7,244,227,6,6,"Tushar Deshpande to Wriddhiman Saha, Six,"
1,2,1.2,8,244,227,4,4,"Tushar Deshpande to Wriddhiman Saha, Four,"
1,2,1.3,9,244,227,1,1lb,"Tushar Deshpande to Wriddhiman Saha, 1 leg bye,"
1,2,1.4,10,213,227,0,0,"Tushar Deshpande to Shubman Gill, no run,"
1,2,1.5,11,213,227,4,4,"Tushar Deshpande to Shubman Gill, Four,"
1,2,1.6,12,213,227,0,0,"Tushar Deshpande to Shubman Gill, no run,"
1,2,2.1,13,244,51,1,1,"Deepak Chahar to Wriddhiman Saha, 1 run,"
1,2,2.2,14,213,51,1,1,"Deepak Chahar to Shubman Gill, 1 run,"
1,2,2.3,15,244,51,1,1,"Deepak Chahar to Wriddhiman Saha, 1 run,"
1,2,2.4,16,213,51,1,1,"Deepak Chahar to Shubman Gill, 1 run,"
1,2,2.5,17,244,51,6,6,"Deepak Chahar to Wriddhiman Saha, Six,"
1,2,2.6,18,244,51,1,1,"Deepak Chahar to Wriddhiman Saha, 1 run,"
1,2,3.1,19,244,180,0,0,"Rajvardhan Hangargekar to Wriddhiman Saha, no run,"
1,2,3.2,20,244,180,1,1nb,"Rajvardhan Hangargekar to Wriddhiman Saha, 1 no ball,"
1,2,3.2,21,244,180,1,1wd,"Rajvardhan Hangargekar to Wriddhiman Saha, 1 wide,"
1,2,3.2,22,244,180,4,4,"Rajvardhan Hangargekar to Wriddhiman Saha, Four,"
1,2,3.3,23,244,180,1,1,"Rajvardhan Hangargekar to Wriddhiman Saha, 1 run,"
1,2,3.4,24,213,180,1,1,"Rajvardhan Hangargekar to Shubman Gill, 1 run,"
1,2,3.5,25,244,180,0,w,"Rajvardhan Hangargekar to Wriddhiman Saha, no run,                           Wicket - c S Dube b RS Hangargekar batsmen out 25(16)"
1,2,3.6,26,201,180,4,4,"Rajvardhan Hangargekar to Sai Sudharsan, Four,"
1,2,4.1,27,213,227,4,4,"Tushar Deshpande to Shubman Gill, Four,"
1,2,4.2,28,213,227,1,1,"Tushar Deshpande to Shubman Gill, 1 run,"
1,2,4.3,29,201,227,2,2nb,"Tushar Deshpande to Sai Sudharsan, 2 no ball,"
1,2,4.3,30,213,227,6,6,"Tushar Deshpande to Shubman Gill, Six,"
1,2,4.4,31,213,227,0,0,"Tushar Deshpande to Shubman Gill, no run,"
1,2,4.5,32,213,227,1,1,"Tushar Deshpande to Shubman Gill, 1 run,"
1,2,4.6,33,201,227,1,1,"Tushar Deshpande to Sai Sudharsan, 1 run,"
1,2,5.1,34,201,136,0,0,"Mitchell Santner to Sai Sudharsan, no run,"
1,2,5.2,35,201,136,0,0,"Mitchell Santner to Sai Sudharsan, no run,"
1,2,5.3,36,201,136,0,0,"Mitchell Santner to Sai Sudharsan, no run,"
1,2,5.4,37,201,136,4,4,"Mitchell Santner to Sai Sudharsan, Four,"
1,2,5.5,38,201,136,1,1,"Mitchell Santner to Sai Sudharsan, 1 run,"
1,2,5.6,39,213,136,4,4,"Mitchell Santner to Shubman Gill, Four,"
1,2,6.1,40,201,184,1,1,"Ravindra Jadeja to Sai Sudharsan, 1 run,"
1,2,6.2,41,213,184,2,2,"Ravindra Jadeja to Shubman Gill, 2 runs,"
1,2,6.3,42,213,184,0,0,"Ravindra Jadeja to Shubman Gill, no run,"
1,2,6.4,43,213,184,1,1lb,"Ravindra Jadeja to Shubman Gill, 1 leg bye,"
1,2,6.5,44,201,184,0,0,"Ravindra Jadeja to Sai Sudharsan, no run,"
1,2,6.6,45,201,184,2,2,"Ravindra Jadeja to Sai Sudharsan, 2 runs,"
1,2,7.1,46,213,136,0,0,"Mitchell Santner to Shubman Gill, no run,"
1,2,7.2,47,213,136,1,1,"Mitchell Santner to Shubman Gill, 1 run,"
1,2,7.3,48,201,136,4,4,"Mitchell Santner to Sai Sudharsan, Four,"
1,2,7.4,49,201,136,1,1,"Mitchell Santner to Sai Sudharsan, 1 run,"
1,2,7.5,50,213,136,4,4,"Mitchell Santner to Shubman Gill, Four,"
1,2,7.6,51,213,136,1,1,"Mitchell Santner to Shubman Gill, 1 run,"
1,2,8.1,52,213,184,1,1,"Ravindra Jadeja to Shubman Gill, 1 run,"
1,2,8.2,53,201,184,1,1,"Ravindra Jadeja to Sai Sudharsan, 1 run,"
1,2,8.3,54,213,184,0,0,"Ravindra Jadeja to Shubman Gill, no run,"
1,2,8.4,55,213,184,2,2,"Ravindra Jadeja to Shubman Gill, 2 runs,"
1,2,8.5,56,213,184,1,1,"Ravindra Jadeja to Shubman Gill, 1 run,"
1,2,8.6,57,201,184,2,2,"Ravindra Jadeja to Sai Sudharsan, 2 runs,"
1,2,9.1,58,213,180,1,1,"Rajvardhan Hangargekar to Shubman Gill, 1 run,"
1,2,9.2,59,201,180,0,0,"Rajvardhan Hangargekar to Sai Sudharsan, no run,"
1,2,9.3,60,201,180,0,w,"Rajvardhan Hangargekar to Sai Sudharsan, no run,                           Wicket - c MS Dhoni b RS Hangargekar batsmen out 22(17)"
1,2,9.4,61,68,180,2,2,"Rajvardhan Hangargekar to Hardik Pandya, 2 runs,"
1,2,9.5,62,68,180,0,0,"Rajvardhan Hangargekar to Hardik Pandya, no run,"
1,2,9.6,63,68,180,1,1,"Rajvardhan Hangargekar to Hardik Pandya, 1 run,"
1,2,10.1,64,68,184,0,0,"Ravindra Jadeja to Hardik Pandya, no run,"
1,2,10.2,65,68,184,1,1,"Ravindra Jadeja to Hardik Pandya, 1 run,"
1,2,10.3,66,213,184,1,1,"Ravindra Jadeja to Shubman Gill, 1 run,"
1,2,10.4,67,68,184,1,1,"Ravindra Jadeja to Hardik Pandya, 1 run,"
1,2,10.5,68,213,184,4,4,"Ravindra Jadeja to Shubman Gill, Four,"
1,2,10.6,69,213,184,6,6,"Ravindra Jadeja to Shubman Gill, Six,"
1,2,11.1,70,68,136,1,1,"Mitchell Santner to Hardik Pandya, 1 run,"
1,2,11.2,71,213,136,1,1,"Mitchell Santner to Shubman Gill, 1 run,"
1,2,11.3,72,68,136,1,1,"Mitchell Santner to Hardik Pandya, 1 run,"
1,2,11.4,73,213,136,1,1,"Mitchell Santner to Shubman Gill, 1 run,"
1,2,11.5,74,68,136,0,0,"Mitchell Santner to Hardik Pandya, no run,"
1,2,11.6,75,68,136,1,1,"Mitchell Santner to Hardik Pandya, 1 run,"
1,2,12.1,76,68,184,0,w,"Ravindra Jadeja to Hardik Pandya, no run,                           Wicket - b RA Jadeja batsmen out 8(11)"
1,2,12.2,77,235,184,0,0,"Ravindra Jadeja to Vijay Shankar, no run,"
1,2,12.3,78,235,184,0,0,"Ravindra Jadeja to Vijay Shankar, no run,"
1,2,12.4,79,235,184,0,0,"Ravindra Jadeja to Vijay Shankar, no run,"
1,2,12.5,80,235,184,2,2,"Ravindra Jadeja to Vijay Shankar, 2 runs,"
1,2,12.6,81,235,184,1,1,"Ravindra Jadeja to Vijay Shankar, 1 run,"
1,2,13.1,82,235,180,1,1wd,"Rajvardhan Hangargekar to Vijay Shankar, 1 wide,"
1,2,13.1,83,235,180,0,0,"Rajvardhan Hangargekar to Vijay Shankar, no run,"
1,2,13.2,84,235,180,4,4,"Rajvardhan Hangargekar to Vijay Shankar, Four,"
1,2,13.3,85,235,180,1,1,"Rajvardhan Hangargekar to Vijay Shankar, 1 run,"
1,2,13.4,86,213,180,1,1,"Rajvardhan Hangargekar to Shubman Gill, 1 run,"
1,2,13.5,87,235,180,1,1wd,"Rajvardhan Hangargekar to Vijay Shankar, 1 wide,"
1,2,13.5,88,235,180,1,1,"Rajvardhan Hangargekar to Vijay Shankar, 1 run,"
1,2,13.6,89,213,180,4,4,"Rajvardhan Hangargekar to Shubman Gill, Four,"
1,2,14.1,90,235,227,1,1,"Tushar Deshpande to Vijay Shankar, 1 run,"
1,2,14.2,91,213,227,1,1,"Tushar Deshpande to Shubman Gill, 1 run,"
1,2,14.3,92,235,227,2,2,"Tushar Deshpande to Vijay Shankar, 2 runs,"
1,2,14.4,93,235,227,1,1,"Tushar Deshpande to Vijay Shankar, 1 run,"
1,2,14.5,94,213,227,6,6,"Tushar Deshpande to Shubman Gill, Six,"
1,2,14.6,95,213,227,0,w,"Tushar Deshpande to Shubman Gill, no run,                           Wicket - c RD Gaikwad b TU Deshpande batsmen out 63(36)"
1,2,15.1,96,235,136,1,1,"Mitchell Santner to Vijay Shankar, 1 run,"
1,2,15.2,97,178,136,1,1,"Mitchell Santner to Rahul Tewatia, 1 run,"
1,2,15.3,98,235,136,4,4,"Mitchell Santner to Vijay Shankar, Four,"
1,2,15.4,99,235,136,1,1,"Mitchell Santner to Vijay Shankar, 1 run,"
1,2,15.5,100,178,136,0,0,"Mitchell Santner to Rahul Tewatia, no run,"
1,2,15.6,101,178,136,0,0,"Mitchell Santner to Rahul Tewatia, no run,"
1,2,16.1,102,235,51,1,1,"Deepak Chahar to Vijay Shankar, 1 run,"
1,2,16.2,103,178,51,1,1,"Deepak Chahar to Rahul Tewatia, 1 run,"
1,2,16.3,104,235,51,0,0,"Deepak Chahar to Vijay Shankar, no run,"
1,2,16.4,105,235,51,1,1,"Deepak Chahar to Vijay Shankar, 1 run,"
1,2,16.5,106,178,51,0,0,"Deepak Chahar to Rahul Tewatia, no run,"
1,2,16.6,107,178,51,1,1,"Deepak Chahar to Rahul Tewatia, 1 run,"
1,2,17.1,108,178,180,0,0,"Rajvardhan Hangargekar to Rahul Tewatia, no run,"
1,2,17.2,109,178,180,0,0,"Rajvardhan Hangargekar to Rahul Tewatia, no run,"
1,2,17.3,110,178,180,1,1,"Rajvardhan Hangargekar to Rahul Tewatia, 1 run,"
1,2,17.4,111,235,180,6,6,"Rajvardhan Hangargekar to Vijay Shankar, Six,"
1,2,17.5,112,235,180,0,0,"Rajvardhan Hangargekar to Vijay Shankar, no run,"
1,2,17.6,113,235,180,0,w,"Rajvardhan Hangargekar to Vijay Shankar, no run,                           Wicket - c Mitchell Santner b RS Hangargekar batsmen out 27(21)"
1,2,18.1,114,178,51,0,0,"Deepak Chahar to Rahul Tewatia, no run,"
1,2,18.2,115,178,51,4,4lb,"Deepak Chahar to Rahul Tewatia, 4 leg bye,"
1,2,18.3,116,178,51,1,1,"Deepak Chahar to Rahul Tewatia, 1 run,"
1,2,18.4,117,181,51,6,6,"Deepak Chahar to Rashid Khan, Six,"
1,2,18.5,118,181,51,4,4,"Deepak Chahar to Rashid Khan, Four,"
1,2,18.6,119,181,51,0,0,"Deepak Chahar to Rashid Khan, no run,"
1,2,19.1,120,178,227,1,1wd,"Tushar Deshpande to Rahul Tewatia, 1 wide,"
1,2,19.1,121,178,227,6,6,"Tushar Deshpande to Rahul Tewatia, Six,"
1,2,19.2,122,178,227,4,4,"Tushar Deshpande to Rahul Tewatia, Four,"
2,1,0.1,1,163,228,0,0,"Umesh Yadav to Prabhsimran Singh, no run,"
2,1,0.2,2,163,228,2,2,"Umesh Yadav to Prabhsimran Singh, 2 runs,"
2,1,0.3,3,163,228,0,0,"Umesh Yadav to Prabhsimran Singh, no run,"
2,1,0.4,4,163,228,6,6,"Umesh Yadav to Prabhsimran Singh, Six,"
2,1,0.5,5,163,228,0,0,"Umesh Yadav to Prabhsimran Singh, no run,"
2,1,0.6,6,163,228,1,1,"Umesh Yadav to Prabhsimran Singh, 1 run,"
2,1,1.1,7,163,224,4,4,"Tim Southee to Prabhsimran Singh, Four,"
2,1,1.2,8,163,224,4,4,"Tim Southee to Prabhsimran Singh, Four,"
2,1,1.3,9,163,224,0,0,"Tim Southee to Prabhsimran Singh, no run,"
2,1,1.4,10,163,224,0,0,"Tim Southee to Prabhsimran Singh, no run,"
2,1,1.5,11,163,224,6,6,"Tim Southee to Prabhsimran Singh, Six,"
2,1,1.6,12,163,224,0,w,"Tim Southee to Prabhsimran Singh, no run,                           Wicket - c Rahmanullah Gurbaz b Tim Southee batsmen out 23(12)"
2,1,2.1,13,210,228,0,0,"Umesh Yadav to Shikhar Dhawan, no run,"
2,1,2.2,14,210,228,0,0,"Umesh Yadav to Shikhar Dhawan, no run,"
2,1,2.3,15,210,228,0,0,"Umesh Yadav to Shikhar Dhawan, no run,"
2,1,2.4,16,210,228,1,1,"Umesh Yadav to Shikhar Dhawan, 1 run,"
2,1,2.5,17,36,228,0,0,"Umesh Yadav to Bhanuka Rajapaksa, no run,"
2,1,2.6,18,36,228,0,0,"Umesh Yadav to Bhanuka Rajapaksa, no run,"
2,1,3.1,19,210,224,4,4,"Tim Southee to Shikhar Dhawan, Four,"
2,1,3.2,20,210,224,4,4,"Tim Southee to Shikhar Dhawan, Four,"
2,1,3.3,21,210,224,1,1,"Tim Southee to Shikhar Dhawan, 1 run,"
2,1,3.4,22,36,224,2,2,"Tim Southee to Bhanuka Rajapaksa, 2 runs,"
2,1,3.5,23,36,224,1,1,"Tim Southee to Bhanuka Rajapaksa, 1 run,"
2,1,3.6,24,210,224,0,0,"Tim Southee to Shikhar Dhawan, no run,"
2,1,4.1,25,36,216,0,0,"Sunil Narine to Bhanuka Rajapaksa, no run,"
2,1,4.2,26,36,216,0,0,"Sunil Narine to Bhanuka Rajapaksa, no run,"
2,1,4.3,27,36,216,4,4,"Sunil Narine to Bhanuka Rajapaksa, Four,"
2,1,4.4,28,36,216,4,4,"Sunil Narine to Bhanuka Rajapaksa, Four,"
2,1,4.5,29,36,216,0,0,"Sunil Narine to Bhanuka Rajapaksa, no run,"
2,1,4.6,30,36,216,6,6,"Sunil Narine to Bhanuka Rajapaksa, Six,"
2,1,5.1,31,210,233,0,0,"Varun Chakravarthy to Shikhar Dhawan, no run,"
2,1,5.2,32,210,233,0,0,"Varun Chakravarthy to Shikhar Dhawan, no run,"
2,1,5.3,33,210,233,1,1,"Varun Chakravarthy to Shikhar Dhawan, 1 run,"
2,1,5.4,34,36,233,0,0,"Varun Chakravarthy to Bhanuka Rajapaksa, no run,"
2,1,5.5,35,36,233,1,1,"Varun Chakravarthy to Bhanuka Rajapaksa, 1 run,"
2,1,5.6,36,210,233,4,4,"Varun Chakravarthy to Shikhar Dhawan, Four,"
2,1,6.1,37,36,209,2,2,"Shardul Thakur to Bhanuka Rajapaksa, 2 runs,"
2,1,6.2,38,36,209,4,4,"Shardul Thakur to Bhanuka Rajapaksa, Four,"
2,1,6.3,39,36,209,0,0,"Shardul Thakur to Bhanuka Rajapaksa, no run,"
2,1,6.4,40,36,209,6,6,"Shardul Thakur to Bhanuka Rajapaksa, Six,"
2,1,6.5,41,36,209,0,0,"Shardul Thakur to Bhanuka Rajapaksa, no run,"
2,1,6.6,42,36,209,1,1,"Shardul Thakur to Bhanuka Rajapaksa, 1 run,"
2,1,7.1,43,36,216,0,0,"Sunil Narine to Bhanuka Rajapaksa, no run,"
2,1,7.2,44,36,216,2,2,"Sunil Narine to Bhanuka Rajapaksa, 2 runs,"
2,1,7.3,45,36,216,4,4,"Sunil Narine to Bhanuka Rajapaksa, Four,"
2,1,7.4,46,36,216,1,1,"Sunil Narine to Bhanuka Rajapaksa, 1 run,"
2,1,7.5,47,210,216,1,1,"Sunil Narine to Shikhar Dhawan, 1 run,"
2,1,7.6,48,36,216,2,2,"Sunil Narine to Bhanuka Rajapaksa, 2 runs,"
2,1,8.1,49,210,209,1,1,"Shardul Thakur to Shikhar Dhawan, 1 run,"
2,1,8.2,50,36,209,4,4,"Shardul Thakur to Bhanuka Rajapaksa, Four,"
2,1,8.3,51,36,209,1,1,"Shardul Thakur to Bhanuka Rajapaksa, 1 run,"
2,1,8.4,52,210,209,5,5nb,"Shardul Thakur to Shikhar Dhawan, 5 no ball,"
2,1,8.4,53,210,209,0,0,"Shardul Thakur to Shikhar Dhawan, no run,"
2,1,8.5,54,210,209,1,1,"Shardul Thakur to Shikhar Dhawan, 1 run,"
2,1,8.6,55,36,209,0,0,"Shardul Thakur to Bhanuka Rajapaksa, no run,"
2,1,9.1,56,210,233,4,4,"Varun Chakravarthy to Shikhar Dhawan, Four,"
2,1,9.2,57,210,233,1,1,"Varun Chakravarthy to Shikhar Dhawan, 1 run,"
2,1,9.3,58,36,233,1,1lb,"Varun Chakravarthy to Bhanuka Rajapaksa, 1 leg bye,"
2,1,9.4,59,210,233,1,1,"Varun Chakravarthy to Shikhar Dhawan, 1 run,"
